service_date|day_type|bus|rail_boardings|total_rides
2003-01-05|U|377813|177159|554972
2003-01-06|W|982617|574868|1557485
2003-01-07|W|982542|580676|1563218
2003-01-08|W|1011812|592758|1604570
2003-01-09|W|979678|586435|1566113
2003-01-10|W|963808|567691|1531499
2003-01-11|A|506478|250051|756529
2003-01-12|U|346918|171467|518385
2003-01-13|W|973653|585781|1559434
2003-01-14|W|940805|594400|1535205
2003-01-15|W|928578|583104|1511682
2003-01-16|W|945280|591915|1537195
2003-01-17|W|973358|584772|1558130
2003-01-18|A|512435|261058|773493
2003-01-19|U|327279|172937|500216
2003-01-20|W|604089|375958|980047
2003-01-21|W|954156|590827|1544983
2003-01-22|W|912033|572491|1484524
2003-01-23|W|822317|541015|1363332
2003-01-24|W|893501|546353|1439854
2003-01-25|A|547944|259287|807231
2003-01-26|U|335046|168783|503829
2003-01-27|W|922033|564295|1486328
2003-01-28|W|952120|598146|1550266
2003-01-29|W|970605|594588|1565193
2003-01-30|W|993731|601060|1594791
2003-01-31|W|929004|577555|1506559
2003-02-01|A|639705|291226|930931
2003-02-02|U|415598|192294|607892
2003-02-03|W|1039918|596186|1636104
2003-02-04|W|980582|597044|1577626
2003-02-05|W|961776|585552|1547328
2003-02-06|W|981973|596888|1578861
2003-02-07|W|953979|573249|1527228
2003-02-08|A|563430|270521|833951
2003-02-09|U|367964|180861|548825
2003-02-10|W|948507|584120|1532627
2003-02-11|W|928346|592292|1520638
2003-02-12|W|749254|523192|1272446
2003-02-13|W|978871|597819|1576690
2003-02-14|W|985806|594045|1579851
2003-02-15|A|543945|271823|815768
2003-02-16|U|365939|188276|554215
2003-02-17|W|709845|447938|1157783
2003-02-18|W|974450|604717|1579167
2003-02-19|W|982943|605097|1588040
2003-02-20|W|988095|611766|1599861
2003-02-21|W|1005940|601156|1607096
2003-02-22|A|529921|276538|806459
2003-02-23|U|377363|185905|563268
2003-02-24|W|908324|574013|1482337
2003-02-25|W|897857|572520|1470377
2003-02-26|W|939161|588630|1527791
2003-02-27|W|951569|599144|1550713
2003-02-28|W|1011530|597504|1609034
2003-03-01|A|610177|291264|901441
2003-03-02|U|347417|182200|529617
2003-03-03|W|822165|535306|1357471
2003-03-04|W|964967|606043|1571010
2003-03-05|W|868551|583929|1452480
2003-03-06|W|874641|573715|1448356
2003-03-07|W|980484|584273|1564757
2003-03-08|A|550093|274523|824616
2003-03-09|U|335884|177874|513758
2003-03-10|W|916661|573635|1490296
2003-03-11|W|971894|601034|1572928
2003-03-12|W|981590|604333|1585923
2003-03-13|W|978881|609896|1588777
2003-03-14|W|1009566|615377|1624943
2003-03-15|A|637081|381570|1018651
2003-03-16|U|429227|235438|664665
2003-03-17|W|976703|597982|1574685
2003-03-18|W|963349|596226|1559575
2003-03-19|W|938499|586881|1525380
2003-03-20|W|936654|594341|1530995
2003-03-21|W|967479|588655|1556134
2003-03-22|A|577660|292329|869989
2003-03-23|U|410745|215626|626371
2003-03-24|W|962889|584149|1547038
2003-03-25|W|973017|594589|1567606
2003-03-26|W|968581|594924|1563505
2003-03-27|W|969195|593676|1562871
2003-03-28|W|815984|552242|1368226
2003-03-29|A|555638|280361|835999
2003-03-30|U|372071|191109|563180
2003-03-31|W|973924|577834|1551758
2003-04-01|W|1028531|603564|1632095
2003-04-02|W|1020829|602855|1623684
2003-04-03|W|995062|592074|1587136
2003-04-04|W|912458|572837|1485295
2003-04-05|A|593273|293496|886769
2003-04-06|U|370275|188467|558742
2003-04-07|W|873605|565391|1438996
2003-04-08|W|947482|599769|1547251
2003-04-09|W|986992|611985|1598977
2003-04-10|W|1007977|624279|1632256
2003-04-11|W|912918|600667|1513585
2003-04-12|A|602670|321354|924024
2003-04-13|U|407540|219553|627093
2003-04-14|W|904517|593473|1497990
2003-04-15|W|894368|606461|1500829
2003-04-16|W|836328|578259|1414587
2003-04-17|W|815274|563613|1378887
2003-04-18|W|769997|482196|1252193
2003-04-19|A|562148|263464|825612
2003-04-20|U|368478|172399|540877
2003-04-21|W|925231|572442|1497673
2003-04-22|W|964240|617403|1581643
2003-04-23|W|923474|613127|1536601
2003-04-24|W|961316|620140|1581456
2003-04-25|W|979369|595103|1574472
2003-04-26|A|588057|300728|888785
2003-04-27|U|403462|210716|614178
2003-04-28|W|962103|582145|1544248
2003-04-29|W|958977|595629|1554606
2003-04-30|W|828642|567596|1396238
2003-05-01|W|971218|597161|1568379
2003-05-02|W|1039212|616460|1655672
2003-05-03|A|645503|335590|981093
2003-05-04|U|395799|214366|610165
2003-05-05|W|1006467|608082|1614549
2003-05-06|W|1007795|626276|1634071
2003-05-07|W|977279|610370|1587649
2003-05-08|W|984692|605164|1589856
2003-05-09|W|992211|616706|1608917
2003-05-10|A|577508|301857|879365
2003-05-11|U|322449|193398|515847
2003-05-12|W|956974|580553|1537527
2003-05-13|W|981698|602563|1584261
2003-05-14|W|911890|583198|1495088
2003-05-15|W|971525|598384|1569909
2003-05-16|W|999630|589910|1589540
2003-05-17|A|614484|304723|919207
2003-05-18|U|403043|207860|610903
2003-05-19|W|961806|579665|1541471
2003-05-20|W|966295|594508|1560803
2003-05-21|W|992696|592768|1585464
2003-05-22|W|967683|590893|1558576
2003-05-23|W|969112|575372|1544484
2003-05-24|A|591523|301068|892591
2003-05-25|U|408454|223466|631920
2003-05-26|U|380796|224023|604819
2003-05-27|W|961009|597804|1558813
2003-05-28|W|910537|586704|1497241
2003-05-29|W|961715|595331|1557046
2003-05-30|W|988281|613622|1601903
2003-05-31|A|575015|318134|893149
2003-06-01|U|422827|245291|668118
2003-06-02|W|978201|583126|1561327
2003-06-03|W|992041|610279|1602320
2003-06-04|W|997077|615414|1612491
2003-06-05|W|991907|622481|1614388
2003-06-06|W|962917|615632|1578549
2003-06-07|A|634650|354198|988848
2003-06-08|U|380953|229228|610181
2003-06-09|W|987516|590887|1578403
2003-06-10|W|940459|596552|1537011
2003-06-11|W|961149|607043|1568192
2003-06-12|W|969572|604883|1574455
2003-06-13|W|976147|592987|1569134
2003-06-14|A|626911|320029|946940
2003-06-15|U|421515|221822|643337
2003-06-16|W|955066|581387|1536453
2003-06-17|W|965718|601420|1567138
2003-06-18|W|897454|587986|1485440
2003-06-19|W|946693|596124|1542817
2003-06-20|W|938177|611219|1549396
2003-06-21|A|610796|345895|956691
2003-06-22|U|423283|242077|665360
2003-06-23|W|855955|568379|1424334
2003-06-24|W|928442|620552|1548994
2003-06-25|W|841205|603880|1445085
2003-06-26|W|833307|600660|1433967
2003-06-27|W|890776|661150|1551926
2003-06-28|A|561500|350162|911662
2003-06-29|U|421380|329753|751133
2003-06-30|W|884729|611874|1496603
2003-07-01|W|957351|634210|1591561
2003-07-02|W|936777|640212|1576989
2003-07-03|W|983110|790702|1773812
2003-07-04|U|471591|347887|819478
2003-07-05|A|549605|363309|912914
2003-07-06|U|389816|269228|659044
2003-07-07|W|852771|569437|1422208
2003-07-08|W|846175|579733|1425908
2003-07-09|W|871942|598967|1470909
2003-07-10|W|893195|614469|1507664
2003-07-11|W|907669|615433|1523102
2003-07-12|A|607118|339152|946270
2003-07-13|U|421579|257051|678630
2003-07-14|W|905206|611190|1516396
2003-07-15|W|874304|618204|1492508
2003-07-16|W|915630|597927|1513557
2003-07-17|W|861722|579675|1441397
2003-07-18|W|902204|590356|1492560
2003-07-19|A|619480|324535|944015
2003-07-20|U|403847|224010|627857
2003-07-21|W|883219|578363|1461582
2003-07-22|W|889426|590880|1480306
2003-07-23|W|906650|622160|1528810
2003-07-24|W|896387|622281|1518668
2003-07-25|W|903368|591792|1495160
2003-07-26|A|584819|312502|897321
2003-07-27|U|367151|222589|589740
2003-07-28|W|849172|562933|1412105
2003-07-29|W|903830|615414|1519244
2003-07-30|W|880392|616406|1496798
2003-07-31|W|889575|617395|1506970
2003-08-01|W|912597|605206|1517803
2003-08-02|A|678701|399990|1078691
2003-08-03|U|387659|244986|632645
2003-08-04|W|920408|585024|1505432
2003-08-05|W|918113|600556|1518669
2003-08-06|W|883115|581895|1465010
2003-08-07|W|923161|584026|1507187
2003-08-08|W|903597|583831|1487428
2003-08-09|A|638279|371415|1009694
2003-08-10|U|418764|244876|663640
2003-08-11|W|806587|566910|1373497
2003-08-12|W|864526|595230|1459756
2003-08-13|W|875224|614427|1489651
2003-08-14|W|857542|592601|1450143
2003-08-15|W|873580|602111|1475691
2003-08-16|A|627785|363117|990902
2003-08-17|U|462931|290507|753438
2003-08-18|W|821919|559214|1381133
2003-08-19|W|853603|577418|1431021
2003-08-20|W|838351|567116|1405467
2003-08-21|W|820578|562565|1383143
2003-08-22|W|867524|576202|1443726
2003-08-23|A|585510|313035|898545
2003-08-24|U|408305|227185|635490
2003-08-25|W|850528|561134|1411662
2003-08-26|W|836703|573211|1409914
2003-08-27|W|862298|578962|1441260
2003-08-28|W|857707|578781|1436488
2003-08-29|W|902436|604839|1507275
2003-08-30|A|622090|339474|961564
2003-08-31|U|396860|242605|639465
2003-09-01|U|326772|199296|526068
2003-09-02|W|1025978|648864|1674842
2003-09-03|W|1059974|650319|1710293
2003-09-04|W|1040002|652383|1692385
2003-09-05|W|1044868|634834|1679702
2003-09-06|A|625347|334013|959360
2003-09-07|U|421385|222973|644358
2003-09-08|W|1028540|623072|1651612
2003-09-09|W|1030074|632686|1662760
2003-09-10|W|1019275|645858|1665133
2003-09-11|W|1018196|639732|1657928
2003-09-12|W|1002297|650171|1652468
2003-09-13|A|601330|350594|951924
2003-09-14|U|386248|235410|621658
2003-09-15|W|1015639|653569|1669208
2003-09-16|W|1033950|663607|1697557
2003-09-17|W|1023215|663761|1686976
2003-09-18|W|1023301|647465|1670766
2003-09-19|W|1019769|642616|1662385
2003-09-20|A|618523|338787|957310
2003-09-21|U|421320|231095|652415
2003-09-22|W|992288|638244|1630532
2003-09-23|W|1023379|655433|1678812
2003-09-24|W|973736|643836|1617572
2003-09-25|W|1006367|648354|1654721
2003-09-26|W|939175|643987|1583162
2003-09-27|A|591935|358390|950325
2003-09-28|U|377248|236781|614029
2003-09-29|W|1001427|637350|1638777
2003-09-30|W|1000725|637394|1638119
2003-10-01|W|1051684|644239|1695923
2003-10-02|W|1016259|641608|1657867
2003-10-03|W|999345|667963|1667308
2003-10-04|A|651128|383554|1034682
2003-10-05|U|428277|236860|665137
2003-10-06|W|1018276|618461|1636737
2003-10-07|W|1051869|699907|1751776
2003-10-08|W|1026066|693316|1719382
2003-10-09|W|1011003|650911|1661914
2003-10-10|W|1031598|661985|1693583
2003-10-11|A|628499|366667|995166
2003-10-12|U|411927|351185|763112
2003-10-13|W|780132|547856|1327988
2003-10-14|W|928265|691539|1619804
2003-10-15|W|1026737|711785|1738522
2003-10-16|W|1013203|650877|1664080
2003-10-17|W|1023752|651230|1674982
2003-10-18|A|633461|362376|995837
2003-10-19|U|422713|241241|663954
2003-10-20|W|1077011|632330|1709341
2003-10-21|W|958546|644683|1603229
2003-10-22|W|1003925|640420|1644345
2003-10-23|W|1008328|644198|1652526
2003-10-24|W|1008879|639483|1648362
2003-10-25|A|615584|332732|948316
2003-10-26|U|395925|231808|627733
2003-10-27|W|990268|620687|1610955
2003-10-28|W|978501|631318|1609819
2003-10-29|W|986799|637933|1624732
2003-10-30|W|1006074|652674|1658748
2003-10-31|W|996142|628603|1624745
2003-11-01|A|606945|309648|916593
2003-11-02|U|397515|215452|612967
2003-11-03|W|1007989|614598|1622587
2003-11-04|W|1003988|630296|1634284
2003-11-05|W|1015157|639104|1654261
2003-11-06|W|1015139|644961|1660100
2003-11-07|W|906629|620991|1527620
2003-11-08|A|566334|320811|887145
2003-11-09|U|383993|221796|605789
2003-11-10|W|981163|606222|1587385
2003-11-11|W|789039|542871|1331910
2003-11-12|W|977852|627509|1605361
2003-11-13|W|901163|616525|1517688
2003-11-14|W|964479|632553|1597032
2003-11-15|A|567411|334186|901597
2003-11-16|U|382584|222633|605217
2003-11-17|W|996959|618428|1615387
2003-11-18|W|881272|608253|1489525
2003-11-19|W|1011052|632045|1643097
2003-11-20|W|1006072|638332|1644404
2003-11-21|W|1004115|626155|1630270
2003-11-22|A|608476|361622|970098
2003-11-23|U|352918|202523|555441
2003-11-24|W|897941|583860|1481801
2003-11-25|W|945699|602970|1548669
2003-11-26|W|930556|579257|1509813
2003-11-27|U|292469|153251|445720
2003-11-28|W|557794|344266|902060
2003-11-29|A|484077|265968|750045
2003-11-30|U|378933|217629|596562
2003-12-01|W|998632|601364|1599996
2003-12-02|W|984587|605675|1590262
2003-12-03|W|1002993|613563|1616556
2003-12-04|W|962556|610322|1572878
2003-12-05|W|968576|606672|1575248
2003-12-06|A|587823|326475|914298
2003-12-07|U|393784|214938|608722
2003-12-08|W|975766|586022|1561788
2003-12-09|W|959147|594395|1553542
2003-12-10|W|945145|597600|1542745
2003-12-11|W|936467|591327|1527794
2003-12-12|W|912540|575833|1488373
2003-12-13|A|544810|305519|850329
2003-12-14|U|369050|209939|578989
2003-12-15|W|936119|568654|1504773
2003-12-16|W|926650|576496|1503146
2003-12-17|W|925481|573820|1499301
2003-12-18|W|917919|567624|1485543
2003-12-19|W|926113|555922|1482035
2003-12-20|A|564850|289142|853992
2003-12-21|U|415703|218944|634647
2003-12-22|W|797301|508014|1305315
2003-12-23|W|770607|486462|1257069
2003-12-24|W|610061|333655|943716
2003-12-25|U|247349|101016|348365
2003-12-26|W|605667|321094|926761
2003-12-27|A|507042|232980|740022
2003-12-28|U|358852|178624|537476
2003-12-29|W|732494|461979|1194473
2003-12-30|W|725126|474545|1199671
2003-12-31|W|678329|430971|1109300
2004-01-01|U|300347|174003|474350
2004-01-02|W|754051|421851|1175902
2004-01-03|A|560436|250130|810566
2004-01-04|U|303611|162880|466491
2004-01-05|W|894467|548650|1443117
2004-01-06|W|788158|516396|1304554
2004-01-07|W|851011|536299|1387310
2004-01-08|W|903950|556891|1460841
2004-01-09|W|929117|560519|1489636
2004-01-10|A|526469|261687|788156
2004-01-11|U|368655|180035|548690
2004-01-12|W|982070|588906|1570976
2004-01-13|W|977382|596765|1574147
2004-01-14|W|956180|591625|1547805
2004-01-15|W|962171|590965|1553136
2004-01-16|W|969715|578153|1547868
2004-01-17|A|534831|278142|812973
2004-01-18|U|342002|178641|520643
2004-01-19|W|557712|353859|911571
2004-01-20|W|939415|572634|1512049
2004-01-21|W|949321|576593|1525914
2004-01-22|W|854150|542344|1396494
2004-01-23|W|903734|550366|1454100
2004-01-24|A|521800|263571|785371
2004-01-25|U|343967|176977|520944
2004-01-26|W|925536|566031|1491567
2004-01-27|W|906997|586852|1493849
2004-01-28|W|887763|565269|1453032
2004-01-29|W|855905|553448|1409353
2004-01-30|W|756185|500887|1257072
2004-01-31|A|531967|246213|778180
2004-02-01|U|355491|170793|526284
2004-02-02|W|914997|566503|1481500
2004-02-03|W|957823|591153|1548976
2004-02-04|W|947079|581672|1528751
2004-02-05|W|931453|586671|1518124
2004-02-06|W|937566|572957|1510523
2004-02-07|A|553301|281792|835093
2004-02-08|U|369314|185893|555207
2004-02-09|W|948814|578071|1526885
2004-02-10|W|948181|593014|1541195
2004-02-11|W|959174|594399|1553573
2004-02-12|W|796644|537211|1333855
2004-02-13|W|958969|580969|1539938
2004-02-14|A|610834|301728|912562
2004-02-15|U|368733|191759|560492
2004-02-16|W|684054|441539|1125593
2004-02-17|W|966524|596810|1563334
2004-02-18|W|957521|593575|1551096
2004-02-19|W|971162|601442|1572604
2004-02-20|W|933678|580459|1514137
2004-02-21|A|585429|288901|874330
2004-02-22|U|402374|187329|589703
2004-02-23|W|954873|577436|1532309
2004-02-24|W|957453|588493|1545946
2004-02-25|W|967236|596639|1563875
2004-02-26|W|973201|598172|1571373
2004-02-27|W|980935|589768|1570703
2004-02-28|A|607923|310337|918260
2004-02-29|U|413029|208258|621287
2004-03-01|W|828169|534603|1362772
2004-03-02|W|992418|597880|1590298
2004-03-03|W|1007360|594376|1601736
2004-03-04|W|936797|584225|1521022
2004-03-05|W|939138|575845|1514983
2004-03-06|A|602180|296173|898353
2004-03-07|U|370231|186924|557155
2004-03-08|W|969634|585973|1555607
2004-03-09|W|965244|597735|1562979
2004-03-10|W|973415|601851|1575266
2004-03-11|W|927076|589420|1516496
2004-03-12|W|942238|580254|1522492
2004-03-13|A|587662|342986|930648
2004-03-14|U|376244|200734|576978
2004-03-15|W|953320|580038|1533358
2004-03-16|W|942197|582515|1524712
2004-03-17|W|932468|589641|1522109
2004-03-18|W|934303|588303|1522606
2004-03-19|W|988154|593249|1581403
2004-03-20|A|607378|311130|918508
2004-03-21|U|365502|189403|554905
2004-03-22|W|941254|559786|1501040
2004-03-23|W|966919|579228|1546147
2004-03-24|W|917804|565878|1483682
2004-03-25|W|948790|577094|1525884
2004-03-26|W|858131|557755|1415886
2004-03-27|A|585553|300842|886395
2004-03-28|U|377339|215088|592427
2004-03-29|W|949103|573929|1523032
2004-03-30|W|949847|579487|1529334
2004-03-31|W|943445|579344|1522789
2004-04-01|W|1000741|592854|1593595
2004-04-02|W|1012716|589043|1601759
2004-04-03|A|633629|304787|938416
2004-04-04|U|407772|198468|606240
2004-04-05|W|971292|571811|1543103
2004-04-06|W|977036|585618|1562654
2004-04-07|W|975244|592042|1567286
2004-04-08|W|967733|588420|1556153
2004-04-09|W|799356|490037|1289393
2004-04-10|A|568003|263036|831039
2004-04-11|U|372246|162703|534949
2004-04-12|W|809673|560649|1370322
2004-04-13|W|831527|571813|1403340
2004-04-14|W|859829|593419|1453248
2004-04-15|W|864352|601171|1465523
2004-04-16|W|861336|600132|1461468
2004-04-17|A|596237|331377|927614
2004-04-18|U|423705|227626|651331
2004-04-19|W|951686|592025|1543711
2004-04-20|W|934712|592319|1527031
2004-04-21|W|943108|597005|1540113
2004-04-22|W|904333|597088|1501421
2004-04-23|W|977752|615945|1593697
2004-04-24|A|570050|314947|884997
2004-04-25|U|373444|218019|591463
2004-04-26|W|962323|576288|1538611
2004-04-27|W|985057|588215|1573272
2004-04-28|W|914358|585375|1499733
2004-04-29|W|909979|580209|1490188
2004-04-30|W|988876|579995|1568871
2004-05-01|A|577088|282452|859540
2004-05-02|U|417360|203143|620503
2004-05-03|W|1028235|580844|1609079
2004-05-04|W|1025965|615968|1641933
2004-05-05|W|1019276|622837|1642113
2004-05-06|W|994277|614497|1608774
2004-05-07|W|960594|591026|1551620
2004-05-08|A|628268|316493|944761
2004-05-09|U|441379|221375|662754
2004-05-10|W|939473|558691|1498164
2004-05-11|W|965692|583729|1549421
2004-05-12|W|944663|576643|1521306
2004-05-13|W|929271|579703|1508974
2004-05-14|W|899684|566238|1465922
2004-05-15|A|615125|308012|923137
2004-05-16|U|418466|214886|633352
2004-05-17|W|961334|567520|1528854
2004-05-18|W|957288|600273|1557561
2004-05-19|W|1010917|613954|1624871
2004-05-20|W|971148|604798|1575946
2004-05-21|W|945657|592577|1538234
2004-05-22|A|571606|316714|888320
2004-05-23|U|398101|224372|622473
2004-05-24|W|964387|572310|1536697
2004-05-25|W|967725|586827|1554552
2004-05-26|W|970166|583785|1553951
2004-05-27|W|960973|583639|1544612
2004-05-28|W|978308|574148|1552456
2004-05-29|A|556778|288249|845027
2004-05-30|U|327264|185353|512617
2004-05-31|U|352611|210076|562687
2004-06-01|W|988657|604744|1593401
2004-06-02|W|995228|605193|1600421
2004-06-03|W|1037077|597741|1634818
2004-06-04|W|1031015|619850|1650865
2004-06-05|A|664804|350348|1015152
2004-06-06|U|433813|247799|681612
2004-06-07|W|975883|602548|1578431
2004-06-08|W|985865|627174|1613039
2004-06-09|W|967899|616418|1584317
2004-06-10|W|927625|614363|1541988
2004-06-11|W|951407|584390|1535797
2004-06-12|A|626396|347638|974034
2004-06-13|U|418700|237263|655963
2004-06-14|W|947940|569479|1517419
2004-06-15|W|973303|591145|1564448
2004-06-16|W|948614|584517|1533131
2004-06-17|W|938259|585309|1523568
2004-06-18|W|945720|600582|1546302
2004-06-19|A|621841|336481|958322
2004-06-20|U|431055|231581|662636
2004-06-21|W|783458|540333|1323791
2004-06-22|W|959598|597441|1557039
2004-06-23|W|858709|578302|1437011
2004-06-24|W|828438|571439|1399877
2004-06-25|W|894184|629449|1523633
2004-06-26|A|611676|374748|986424
2004-06-27|U|430542|324978|755520
2004-06-28|W|853024|572918|1425942
2004-06-29|W|911992|643017|1555009
2004-06-30|W|906761|639979|1546740
2004-07-01|W|953538|646062|1599600
2004-07-02|W|937281|647738|1585019
2004-07-03|A|587961|418005|1005966
2004-07-04|U|446583|324563|771146
2004-07-05|U|420521|229820|650341
2004-07-06|W|877429|556428|1433857
2004-07-07|W|885461|568101|1453562
2004-07-08|W|909149|580508|1489657
2004-07-09|W|869159|560395|1429554
2004-07-10|A|593638|305695|899333
2004-07-11|U|418827|228013|646840
