Id_vuelo,Aircompany,Origen,Destino,Distancia,avion,consumo_kg,duracion,Incidencias
Mol_BaLo_10747,MoldaviAir,Bali,Londres,12553.0,Boeing 747,137829.4294,856.0,"Fallo de los sistemas de comunicación,"
Air_BaPa_10737,Airnar,Bali,París,11980.0,Boeing 737,,1029.0,Sin incidencias
Mol_CaMe_10737,MoldaviAir,Cádiz,Melbourne,20029.0,Boeing 737,55679.01768000001,1721.0,Fallo de los sistemas hidráulicos y Fallo de los sistemas hidráulicos
Fly_GiBa_10747,FlyQ,Ginebra,Barcelona,660.0,Boeing 747,7457.736000000001,64.0,Sambódromo a bordo
Pam_LoMe_10747,PamPangea,Londres,Melbourne,,Boeing 747,"202348,9728",1326.0,Sin incidencias
Tab_LoNu_11380,TabarAir,Los Angeles,Nueva York,3944.0,Airbus A380,48328.1984,,Fallo grave del motor
Air_GiBa_11380,Airnar,Ginebra,Bali,12383.0,Airbus A380,147441.9044,845.0,Sambódromo a bordo
Tab_LoRo_10737,TabarAir,Londres,Roma,1433.0,Boeing 737,3482.19,128.0,Condiciones meteorológicas malas y Ave impacta con el avión
Air_GiBa_10737,Airnar,Ginebra,Bali,12383.0,Boeing 737,"31607,26077600001",,"Enfrentamiento a bordo,"
Tab_LoCi_10747,TabarAir,Londres,Cincinnati,6284.0,Boeing 747,"71006,6864",438.0,Sin incidencias
Pam_PaNu_10747,PamPangea,París,Nueva York,5835.0,Boeing 747,62823.111,409.0,Sin incidencias
Mol_MeLo_10737,MoldaviAir,Melbourne,Londres,16900.0,Boeing 737,42709.68,1483.0,Condiciones meteorológicas ligeramente complejas
Pam_NuPa_11320,PamPangea,Nueva York,París,5835.0,Airbus A320,16602.53556,542.0,Sin incidencias
Mol_MeLo_10747,MoldaviAir,Melbourne,Londres,,Boeing 747,194854.5664,,Emergencia grave de los sistemas de comunicación
Pam_PaMe_11380,PamPangea,París,Melbourne,16925.0,Airbus A380,,1328.0,Sin incidencias
Mol_CaCi_10737,MoldaviAir,Cádiz,Cincinnati,6624.0,Boeing 737,16418.2464,523.0,Sin incidencias
Pam_PaBa_10747,PamPangea,París,Bali,11980.0,Boeing 747,137923.344,818.0,Sin incidencias
Fly_NuBa_10737,FlyQ,Nueva York,Bali,,Boeing 737,42762.19521600001,1459.0,"Emergencia médica a bordo,"
Tab_RoNu_10747,TabarAir,Roma,Nueva York,6877.0,Boeing 747,76974.26100000001,478.0,Sin incidencias
Fly_BaNu_10737,FlyQ,Barcelona,Nueva York,6170.0,Boeing 737,16192.548,488.0,Fallo del motor
Air_PaCa_10747,Airnar,París,Cádiz,1447.0,Boeing 747,15887.7706,116.0,Condiciones meteorológicas turbias
Mol_CaCi_10747,MoldaviAir,Cádiz,Cincinnati,,Boeing 747,"74848,5504",461.0,Inundación a bordo
Fly_BaRo_10747,FlyQ,Barcelona,Roma,859.0,Boeing 747,9706.3564,77.0,Sin incidencias
Air_LoPa_11380,Airnar,Los Angeles,París,9099.0,Airbus A380,"110443,662",626.0,Sin incidencias
Pam_LoPa_11320,PamPangea,Londres,París,344.0,Airbus A320,863.4399999999999,,Sin incidencias
Tab_NuGi_10737,TabarAir,Nueva York,GInEBra,6206.0,Boeing 737,,491.0,Sin incidencias
Air_CiLo_10737,Airnar,Cincinnati,Los Angeles,,Boeing 737,7990.107300000001,253.0,Incidencias con las puertas o ventanas
Mol_CiMe_10747,MoldaviAir,Cincinnati,Melbourne,15262.0,Boeing 747,177660.66864,1217.0,Fallo del motor
Mol_CiMe_11380,MoldaviAir,Cincinnati,MeLbOUrNE,15262.0,Airbus A380,201834.45568,1217.0,Sin incidencias
Air_PaBa_10737,Airnar,París,Bali,11980.0,Boeing 737,33303.44160000001,1029.0,Discusión entre pasajeros
Fly_BaCi_11380,FlyQ,Bali,Cincinnati,15011.0,Airbus A380,193101.023648,1200.0,Retraso extenso en la pista de despegue
Fly_CiBa_10747,FlyQ,Cincinnati,Bali,15011.0,Boeing 747,"173074,668416",1200.0,Sin incidencias
Fly_CiNu_10737,FlyQ,Cincinnati,Nueva York,911.0,Boeing 737,2280.1419,89.0,Sambódromo entre pasajeros
Tab_LoRo_10747,TabarAir,Londres,Roma,1433.0,Boeing 747,,115.0,Sin incidencias
Fly_BaBa_11380,FlyQ,Barcelona,Bali,13058.0,Airbus A380,166407.809152,1070.0,Sambódromo a bordo
Tab_GiLo_10737,TabarAir,Ginebra,Londres,739.0,Boeing 737,1957.3893,76.0,Sin incidencias
Tab_NuRo_11380,TabarAir,Nueva York,Roma,,Airbus A380,85857.96960000001,478.0,Sin incidencias
Air_GiLo_11320,Airnar,Ginebra,Los Angeles,9103.0,Airbus A320,24950.59476,779.0,"Fallo grave eléctrico general,"
Air_BaCa_10737,Airnar,Bali,Cádiz,12798.0,Boeing 737,35253.98510400001,,Sin incidencias
Pam_PaBa_11380,PamPangea,París,Bali,11980.0,Airbus A380,"144028,352",818.0,Problemas con el suministro de combustible
Air_BaGi_10747,Airnar,Bali,Ginebra,12383.0,Boeing 747,132002.78,845.0,Sin incidencias
Tab_GiLo_10747,TabarAir,Ginebra,Londres,739.0,Boeing 747,8507.959200000001,69.0,"Emergencia grave eléctrico general,"
Mol_MeCi_10737,MoldaviAir,Melbourne,Cincinnati,15262.0,Boeing 737,40498.63272,1359.0,Condiciones meteorológicas ligeramente complejas
Air_CiLo_10737,Airnar,Cincinnati,Los Angeles,3073.0,Boeing 737,7691.411700000001,253.0,Sin incidencias
Mol_PaCi_11320,MoldaviAir,París,Cincinnati,,Airbus A320,17459.6604,581.0,Retraso extenso en la pista de despegue
Pam_LoNu_10737,PamPangea,Londres,Nueva York,5566.0,Boeing 737,,442.0,"Incidencias con el catering,"
Mol_MePa_11380,MoldaviAir,Melbourne,París,16925.0,Airbus A380,205513.9112,1328.0,Sin incidencias
Air_LoPa_10737,Airnar,Los Angeles,París,9099.0,Boeing 737,23658.3099,711.0,Ave impacta con el avión
Tab_CiRo_10747,TabarAir,Cincinnati,Roma,7480.0,Boeing 747,,518.0,Sin incidencias
Pam_PaLo_11320,PamPangea,París,Londres,344.0,Airbus A320,915.2464,44.0,Sin incidencias
Air_BaPa_10747,Airnar,Bali,París,11980.0,Boeing 747,131538.004,,Problema de los sistemas de comunicación
Fly_NuRo_11380,FlyQ,Nueva York,Roma,6877.0,Airbus A380,87447.93200000002,478.0,Incidencias de navegación y Fallo de los sistemas de comunicación
Pam_NuGi_11380,PamPangea,Nueva York,Ginebra,6206.0,Airbus A380,76763.2552,433.0,Condiciones meteorológicas malas
Mol_MeCi_10737,MoldaviAir,Melbourne,Cincinnati,15262.0,Boeing 737,40884.333984,1359.0,Incidencias de navegación
Air_PaCa_11380,Airnar,París,Cádiz,1447.0,Airbus A380,18400.052,116.0,Emergencia médica a bordo y Incendio a bordo
Mol_BaCi_10737,MoldaviAir,Bali,Cincinnati,15011.0,Boeing 737,38694.515184,1340.0,Mal funcionamiento del tren de aterrizaje
Air_CiPa_11320,Airnar,Cincinnati,París,6370.0,Airbus A320,18291.0728,581.0,Aterrizaje de emergencia
Mol_PaCi_11380,MoldaviAir,París,Cincinnati,6370.0,Airbus A380,79528.176,,Sin incidencias
Pam_LoPa_11320,PamPangea,Londres,París,,Airbus A320,949.784,,Sin incidencias
Air_CiPa_11380,Airnar,Cincinnati,París,6370.0,Airbus A380,,444.0,Sin incidencias
Tab_LoLo_10747,TabarAir,Londres,Los Angeles,8785.0,Boeing 747,94584.581,605.0,Condiciones meteorológicas adversas
Pam_MeGi_10737,PamPangea,Melbourne,Ginebra,16674.0,Boeing 737,43402.688784,1466.0,Aterrizaje de emergencia
Pam_BaPa_10737,PamPangea,Bali,París,11980.0,Boeing 737,,1029.0,Sambódromo entre pasajeros
Fly_NuGi_11380,FlyQ,Nueva York,Ginebra,6206.0,Airbus A380,75328.428,433.0,Sin incidencias
Mol_MePa_11380,MoldaviAir,Melbourne,París,16925.0,Airbus A380,215687.8672,,Sin incidencias
Air_BaPa_11380,Airnar,Bali,París,11980.0,Airbus A380,,818.0,Sin incidencias
Air_LoCi_11320,Airnar,Los Angeles,Cincinnati,3073.0,Airbus A320,"8330,2884",242.0,Amenaza de seguridad a bordo
Air_CiPa_11380,Airnar,Cincinnati,París,,Airbus A380,79528.176,444.0,Emergencia en el sistema de entretenimiento
Tab_RoNu_11380,TabarAir,Roma,Nueva York,,Airbus A380,85062.98840000002,478.0,Turbulencia severa y Fallo eléctrico general
Fly_BaBa_10737,FlyQ,Barcelona,Bali,13058.0,Boeing 737,33990.18292800001,1191.0,Turbulencia severa
Tab_LoGi_10737,TabarAir,Londres,Ginebra,739.0,Boeing 737,1867.6008,,"Mal funcionamiento del tren de aterrizaje,"
Tab_GiNu_10737,TabarAir,Ginebra,Nueva York,6206.0,Boeing 737,"15532,9974",491.0,Discusión a bordo
Tab_LoNu_10737,TabarAir,Londres,Nueva York,5566.0,Boeing 737,13795.8876,442.0,Retraso extenso en la pista de despegue
Pam_BaPa_11380,PamPangea,Bali,París,,Airbus A380,138488.8,818.0,Sin incidencias
Air_PaCa_10747,Airnar,París,Cádiz,1447.0,Boeing 747,16504.7714,116.0,Condiciones meteorológicas turbias
Mol_CaBa_11380,MoldaviAir,Cádiz,Bali,12798.0,Airbus A380,149424.3288,873.0,Problemas con el catering y Fallo de los sistemas de comunicación
Air_CaCi_11320,Airnar,Cádiz,Cincinnati,6624.0,Airbus A320,18328.766976,,"Complicaciones con el suministro de combustible,"
Air_CiGi_11320,Airnar,Cincinnati,Ginebra,6969.0,Airbus A320,19101.47148,624.0,Emergencia médica a bordo
Pam_MeBa_10737,PamPangea,Melbourne,Bali,2779.0,Boeing 737,"7158,148200000001",231.0,Retraso extenso en la pista de despegue
Mol_PaMe_10737,MoldaviAir,París,Melbourne,,Boeing 737,45766.96020000001,1485.0,Inundación a bordo
Tab_LoCi_11380,TabarAir,Londres,Cincinnati,6284.0,Airbus A380,78454.48320000002,438.0,Condiciones meteorológicas turbias
Mol_MeCi_10737,MoldaviAir,Melbourne,Cincinnati,15262.0,Boeing 737,"38955,827664",1359.0,Sin incidencias
Pam_GiMe_10737,PamPangea,Ginebra,Melbourne,16674.0,Boeing 737,44245.45944000001,1466.0,Sin incidencias
Air_GiBa_10747,Airnar,Ginebra,Bali,12383.0,Boeing 747,137282.8912,845.0,Enfrentamiento entre pasajeros
Pam_LoNu_10747,PamPangea,Londres,Nueva York,5566.0,Boeing 747,"62300,238",391.0,Sin incidencias
Mol_MeLo_10747,MoldaviAir,Melbourne,Londres,16900.0,Boeing 747,194854.5664,1326.0,Amenaza de seguridad a bordo
Mol_BaPa_10747,MoldaviAir,Bali,París,11980.0,Boeing 747,128983.868,818.0,Condiciones meteorológicas turbias
Air_CaCi_10747,Airnar,Cádiz,Cincinnati,6624.0,Boeing 747,72024.0768,461.0,Sin incidencias
Air_PaCi_10737,Airnar,París,Cincinnati,6370.0,Boeing 737,"16872,219",503.0,Incidencia en el sistema de entretenimiento
