Aircompany,Origen,Destino,Distancia,avion,con_escala,consumo_kg,duracion,ingresos,Id_vuelo,IC,Categoria_IC,Incidencias,Hora_Vuelo
Airnar,Cádiz,Ginebra,1725,Airbus A320,False,4546.2375,145,66866.12,Air_CaGi_11320,2.6355,A,Ave impacta con el avión,23:30 14/01/2023
MoldaviAir,Bali,Londres,12553,Airbus A380,False,152368.314,856,808180.7,Mol_BaLo_11380,12.138000000000002,C,Problema en el sistema de entretenimiento,22:00 04/02/2023
FlyQ,Nueva York,Barcelona,6170,Boeing 747,False,70376.254,431,370553.62,Fly_NuBa_10747,11.4062,C,Sin incidencias,17:45 09/09/2023
TabarAir,Nueva York,Roma,6877,Boeing 747,False,80639.70200000002,478,417287.11,Tab_NuRo_10747,11.726000000000004,C,"Despresurización de la cabina,",16:15 19/08/2023
FlyQ,Nueva York,Cincinnati,911,Airbus A380,False,11478.9644,80,56655.43,Fly_NuCi_11380,12.6004,C,Sin incidencias,12:45 28/03/2023
MoldaviAir,Melbourne,París,16925,Airbus A380,True,219757.4496,1328,1022821.78,Mol_MePa_11380,12.984192,C,Problema de los sistemas de comunicación,14:45 13/10/2023
PamPangea,París,Nueva York,5835,Boeing 737,False,14604.4215,463,198851.88,Pam_PaNu_10737,2.5029,A,Fallo leve del motor,06:00 26/07/2023
Airnar,Los Angeles,Bali,12845,Boeing 747,True,150949.09648,1056,774548.69,Air_LoBa_10747,11.751584,C,Sin incidencias,21:00 24/10/2023
PamPangea,Ginebra,Bali,12383,Boeing 747,False,143883.0302,845,724796.13,Pam_GiBa_10747,11.6194,C,Mal funcionamiento del tren de aterrizaje,11:45 29/01/2023
MoldaviAir,Bali,París,11980,Boeing 737,True,30881.37312,1029,442215.73,Mol_BaPa_10737,2.577744,A,Sin incidencias,10:45 21/05/2023
PamPangea,Bali,Ginebra,12383,Boeing 737,True,32546.090304,1140,422606.13,Pam_BaGi_10737,2.628288,A,Sin incidencias,07:30 04/09/2023
FlyQ,Cincinnati,Ginebra,6969,Boeing 737,False,18120.0969,549,237620.83,Fly_CiGi_10737,2.6001,A,Sin incidencias,06:00 18/04/2023
TabarAir,Nueva York,Los Angeles,3944,Boeing 737,False,10446.4728,319,135425.91,Tab_NuLo_10737,2.6487,A,Incidencias con el suministro de combustible,13:15 12/11/2023
PamPangea,París,Londres,344,Boeing 747,False,4033.744,42,20155.75,Pam_PaLo_10747,11.726,C,Turbulencia severa,23:30 25/10/2023
Airnar,Cádiz,Cincinnati,6624,Airbus A380,False,77339.1744,461,429287.71,Air_CaCi_11380,11.6756,C,Sin incidencias,08:30 22/06/2023
TabarAir,Ginebra,Los Angeles,9103,Boeing 747,False,98978.7396,626,555467.27,Tab_GiLo_10747,10.8732,B,Sin incidencias,06:00 28/04/2023
TabarAir,Londres,Ginebra,739,Airbus A380,False,8713.6968,69,45420.87,Tab_LoGi_11380,11.7912,C,Emergencia grave eléctrico general,06:15 15/10/2023
TabarAir,Londres,Ginebra,739,Airbus A380,False,8799.1252,69,45873.2,Tab_LoGi_11380,11.9068,C,Fallo grave eléctrico general,18:15 18/05/2023
PamPangea,París,Ginebra,411,Boeing 747,False,4468.885200000001,47,23810.69,Pam_PaGi_10747,10.8732,B,Sin incidencias,23:00 28/04/2023
Airnar,Ginebra,Cádiz,1725,Boeing 747,False,18756.27,135,106205.33,Air_GiCa_10747,10.8732,B,Sin incidencias,15:15 14/07/2023
MoldaviAir,Cádiz,Londres,1716,Airbus A320,False,4737.876,144,65184.74,Mol_CaLo_11320,2.761,A,Sin incidencias,11:30 02/07/2023
Airnar,París,Ginebra,411,Boeing 747,False,4731.760800000001,47,23911.79,Air_PaGi_10747,11.512800000000002,C,Sin incidencias,06:45 24/09/2023
TabarAir,Londres,Cincinnati,6284,Boeing 747,False,73016.30960000001,438,355337.04,Tab_LoCi_10747,11.6194,C,Emergencia grave de los sistemas hidráulicos,22:30 28/10/2023
TabarAir,Londres,Roma,1433,Boeing 737,False,3760.7652,128,51828.56,Tab_LoRo_10737,2.6244,A,Ave impacta con el avión,17:15 21/08/2023
Airnar,Cincinnati,Los Angeles,3073,Boeing 747,False,33085.7618,224,186457.32,Air_CiLo_10747,10.7666,B,Ave impacta con el avión,17:00 17/07/2023
TabarAir,Londres,Roma,1433,Airbus A320,False,3884.576399999999,123,55634.9,Tab_LoRo_11320,2.7107999999999994,A,Problema en el sistema de entretenimiento y Condiciones meteorológicas adversas,13:45 01/01/2023
TabarAir,Ginebra,Londres,739,Boeing 737,False,1831.6854,76,25527.08,Tab_GiLo_10737,2.4786,A,Mal funcionamiento del tren de aterrizaje,09:00 15/06/2023
TabarAir,Ginebra,Nueva York,6206,Boeing 737,False,16287.0264,491,220784.71,Tab_GiNu_10737,2.6244,A,Incidencias con el catering,19:00 07/06/2023
MoldaviAir,Melbourne,Cincinnati,15262,Boeing 747,True,184428.694112,1217,931910.6,Mol_MeCi_10747,12.084176,C,Sin incidencias,22:45 21/01/2023
PamPangea,Melbourne,Londres,16900,Boeing 737,True,43136.7768,1483,623716.03,Pam_MeLo_10737,2.552472,A,Incidencia en el sistema de entretenimiento,12:00 18/01/2023
FlyQ,Roma,Cincinnati,7480,Boeing 737,False,18358.164,588,265194.4,Fly_RoCi_10737,2.4543,A,Sin incidencias,06:15 03/07/2023
TabarAir,Cincinnati,Nueva York,911,Airbus A320,False,2515.271,86,36599.54,Tab_CiNu_11320,2.761,A,Sin incidencias,19:15 11/03/2023
PamPangea,Melbourne,Ginebra,16674,Boeing 747,True,190400.272608,1311,944466.55,Pam_MeGi_10747,11.418992,C,Sin incidencias,10:15 08/03/2023
MoldaviAir,París,Bali,11980,Airbus A380,False,148183.016,818,735048.49,Mol_PaBa_11380,12.3692,C,Retraso extenso en la pista de despegue,12:15 14/07/2023
PamPangea,Ginebra,París,411,Boeing 737,False,1068.6411,51,14706.69,Pam_GiPa_10737,2.6001000000000003,A,Discusión a bordo,06:45 29/04/2023
MoldaviAir,París,Londres,344,Airbus A320,False,949.784,44,13911.34,Mol_PaLo_11320,2.761,A,Sin incidencias,13:45 06/09/2023
Airnar,Cincinnati,Bali,15011,Airbus A380,True,184077.611328,1200,950897.7,Air_CiBa_11380,12.262848,C,Fallo de los sistemas hidráulicos,21:30 23/01/2023
TabarAir,Los Angeles,Ginebra,9103,Boeing 737,False,23005.1016,711,333184.83,Tab_LoGi_10737,2.5272,A,Emergencia eléctrico general,22:30 25/06/2023
TabarAir,Ginebra,Nueva York,6206,Boeing 737,False,16136.2206,491,215062.11,Tab_GiNu_10737,2.6001000000000003,A,Ave impacta con el avión y Problemas de navegación,16:30 30/09/2023
TabarAir,Londres,Ginebra,739,Airbus A380,False,8628.2684,69,46902.27,Tab_LoGi_11380,11.6756,C,Sambódromo entre pasajeros,17:15 18/07/2023
MoldaviAir,Melbourne,Cincinnati,15262,Boeing 737,True,39341.52892800001,1359,564858.32,Mol_MeCi_10737,2.5777440000000005,A,Mal funcionamiento del tren de aterrizaje y Ave impacta con el avión,12:00 12/07/2023
MoldaviAir,Cádiz,Cincinnati,6624,Airbus A320,True,18674.592768,600,249209.24,Mol_CaCi_11320,2.819232,A,Sin incidencias,12:00 17/10/2023
MoldaviAir,Melbourne,Bali,2779,Boeing 737,False,6888.0294,231,99774.15,Mol_MeBa_10737,2.4786,A,Problemas con las puertas o ventanas,09:15 08/10/2023
Airnar,París,Los Angeles,9099,Airbus A320,True,23989.549896,779,364366.8,Air_PaLo_11320,2.636504,A,Problemas con el suministro de combustible,08:15 28/06/2023
Airnar,Cádiz,Bali,12798,Boeing 737,True,34607.12299200001,1171,459269.34,Air_CaBa_10737,2.704104000000001,A,Sin incidencias,16:30 31/05/2023
Airnar,Los Angeles,Bali,12845,Boeing 737,True,33111.12168,1175,470007.19,Air_LoBa_10737,2.577744,A,Sin incidencias,20:45 04/02/2023
Airnar,Cádiz,París,1447,Airbus A380,False,18400.052,116,93638.33,Air_CaPa_11380,12.716,C,Sin incidencias,21:45 08/08/2023
PamPangea,Nueva York,Londres,5566,Boeing 737,False,14336.9028,442,193391.9,Pam_NuLo_10737,2.5758,A,Retraso extenso en la pista de despegue,06:30 22/05/2023
Airnar,París,Cincinnati,6370,Boeing 747,False,72657.494,444,377023.74,Air_PaCi_10747,11.4062,C,Fallo de los sistemas de comunicación,06:15 18/10/2023
TabarAir,Roma,Cincinnati,7480,Boeing 737,False,18903.456,588,276081.27,Tab_RoCi_10737,2.5272,A,Sin incidencias,17:45 02/08/2023
PamPangea,Melbourne,Londres,16900,Boeing 737,True,43136.7768,1483,607333.34,Pam_MeLo_10737,2.552472,A,Fallo grave en el sistema de entretenimiento,15:15 19/02/2023
Airnar,París,Ginebra,411,Boeing 737,False,1018.7046,51,14766.68,Air_PaGi_10737,2.4786,A,Ave impacta con el avión,13:30 08/09/2023
PamPangea,Londres,Bali,12553,Boeing 747,False,133814.98,856,768497.31,Pam_LoBa_10747,10.66,B,Sin incidencias,15:30 23/08/2023
TabarAir,Los Angeles,Londres,8785,Airbus A320,True,22932.364,756,348839.25,Tab_LoLo_11320,2.6104000000000003,A,Condiciones meteorológicas ligeramente complejas,11:00 23/07/2023
PamPangea,Melbourne,París,16925,Airbus A380,True,217722.6584,1328,1092518.44,Pam_MePa_11380,12.863968,C,Sin incidencias,14:45 02/11/2023
Airnar,Cincinnati,París,6370,Airbus A320,True,17293.37792,581,243697.21,Air_CiPa_11320,2.714816,A,Sin incidencias,09:00 11/04/2023
PamPangea,Londres,Melbourne,16900,Airbus A380,True,213337.488,1326,1108164.13,Pam_LoMe_11380,12.62352,C,Retraso extenso en la pista de despegue y Fallo en el sistema de entretenimiento,09:00 15/08/2023
PamPangea,Ginebra,Bali,12383,Airbus A380,False,156030.7532,845,788245.98,Pam_GiBa_11380,12.6004,C,Turbulencia severa,14:00 18/07/2023
TabarAir,Nueva York,Roma,6877,Airbus A380,False,85857.96960000001,478,418500.38,Tab_NuRo_11380,12.484800000000002,C,Sin incidencias,17:45 29/06/2023
MoldaviAir,París,Bali,11980,Airbus A380,False,149567.904,818,764532.47,Mol_PaBa_11380,12.484800000000002,C,Incidencias con el suministro de combustible,18:30 07/08/2023
Airnar,París,Bali,11980,Airbus A380,False,142643.464,818,735958.02,Air_PaBa_11380,11.9068,C,Emergencia de los sistemas de comunicación,12:30 10/02/2023
PamPangea,Ginebra,Bali,12383,Boeing 737,True,31294.3176,1140,429879.41,Pam_GiBa_10737,2.5272,A,Mal funcionamiento del tren de aterrizaje,22:15 16/10/2023
MoldaviAir,Londres,Cádiz,1716,Airbus A380,False,19836.96,134,110709.3,Mol_LoCa_11380,11.56,C,Sin incidencias,10:30 26/08/2023
MoldaviAir,Bali,Cincinnati,15011,Boeing 737,True,38694.515184,1340,517439.79,Mol_BaCi_10737,2.577744,A,Sin incidencias,08:15 09/10/2023
TabarAir,Londres,Nueva York,5566,Boeing 737,False,14877.918,442,194142.61,Tab_LoNu_10737,2.673,A,Ave impacta con el avión,22:00 07/01/2023
PamPangea,Bali,Melbourne,2779,Airbus A380,False,33410.2496,205,172542.21,Pam_BaMe_11380,12.0224,C,Fallo leve de los sistemas de comunicación,12:30 07/03/2023
MoldaviAir,Londres,Melbourne,16900,Boeing 737,True,46553.55120000001,1483,623592.06,Mol_LoMe_10737,2.7546480000000004,A,Incidencia eléctrico general y Conflictos entre pasajeros,20:15 20/07/2023
MoldaviAir,Londres,Cádiz,1716,Airbus A320,False,4393.3032,144,65267.12,Mol_LoCa_11320,2.5602,A,Sin incidencias,11:00 15/08/2023
MoldaviAir,Bali,Cincinnati,15011,Airbus A380,True,185882.293792,1200,942145.55,Mol_BaCi_11380,12.383072,C,Sin incidencias,06:45 08/06/2023
Airnar,Bali,Ginebra,12383,Boeing 737,True,31607.26077600001,1140,428670.23,Air_BaGi_10737,2.5524720000000007,A,Sin incidencias,22:30 27/02/2023
FlyQ,Roma,Barcelona,859,Airbus A380,False,9930.04,77,56528.09,Fly_RoBa_11380,11.56,C,Sin incidencias,14:15 27/09/2023
PamPangea,Nueva York,Londres,5566,Airbus A380,False,70777.25600000001,391,341602.97,Pam_NuLo_11380,12.716,C,Condiciones meteorológicas ligeramente complejas,19:15 17/03/2023
TabarAir,Los Angeles,Roma,10077,Airbus A320,True,28935.50088,850,399916.39,Tab_LoRo_11320,2.87144,A,Enfrentamiento a bordo,16:00 28/05/2023
FlyQ,Ginebra,Roma,698,Airbus A320,False,1909.6582,70,26999.79,Fly_GiRo_11320,2.7359,A,Incidencias con las puertas o ventanas,21:15 03/06/2023
FlyQ,Cincinnati,Roma,7480,Airbus A380,False,89927.55200000001,518,482981.93,Fly_CiRo_11380,12.0224,C,Complicaciones de navegación,23:15 11/10/2023
PamPangea,Bali,Ginebra,12383,Airbus A380,False,147441.9044,845,791505.42,Pam_BaGi_11380,11.9068,C,Sin incidencias,15:00 20/05/2023
TabarAir,Nueva York,Londres,5566,Boeing 747,False,61113.5668,391,319548.11,Tab_NuLo_10747,10.9798,B,Sin incidencias,21:30 04/11/2023
MoldaviAir,Bali,Cincinnati,15011,Boeing 747,True,171410.488912,1200,891314.83,Mol_BaCi_10747,11.418992,C,Complicaciones con el suministro de combustible,07:15 03/09/2023
MoldaviAir,Melbourne,París,16925,Airbus A380,True,221792.2408,1328,1068792.63,Mol_MePa_11380,13.104416,C,Sin incidencias,21:00 25/09/2023
TabarAir,Los Angeles,Nueva York,3944,Airbus A320,False,10691.3952,305,149802.28,Tab_LoNu_11320,2.7108000000000003,A,Sin incidencias,10:00 08/06/2023
FlyQ,Nueva York,Bali,16589,Airbus A380,True,205422.781408,1305,1088432.98,Fly_NuBa_11380,12.383072,C,Sin incidencias,22:00 21/08/2023
PamPangea,París,Bali,11980,Boeing 737,True,33000.68304,1029,425741.31,Pam_PaBa_10737,2.7546480000000004,A,Despresurización de la cabina,08:45 21/08/2023
TabarAir,Los Angeles,Nueva York,3944,Airbus A320,False,10394.412,305,155219.86,Tab_LoNu_11320,2.6355,A,Sin incidencias,19:15 08/01/2023
TabarAir,Cincinnati,Nueva York,911,Airbus A380,False,10531.16,80,58057.28,Tab_CiNu_11380,11.56,C,Aterrizaje de emergencia,20:45 24/10/2023
TabarAir,Los Angeles,Roma,10077,Airbus A380,False,119984.8236,691,632266.26,Tab_LoRo_11380,11.9068,C,Fallo grave de los sistemas hidráulicos,14:30 27/04/2023
FlyQ,Roma,Ginebra,698,Boeing 747,False,7663.9004,66,41158.05,Fly_RoGi_10747,10.9798,B,Ave impacta con el avión,10:45 30/08/2023
PamPangea,Londres,Melbourne,16900,Airbus A380,True,203178.56,1326,1023910.2,Pam_LoMe_11380,12.0224,C,"Sambódromo a bordo,",19:45 27/06/2023
FlyQ,Nueva York,Ginebra,6206,Airbus A380,False,78198.0824,433,375465.72,Fly_NuGi_11380,12.6004,C,Sin incidencias,23:30 25/04/2023
TabarAir,Ginebra,Londres,739,Airbus A380,False,9055.4104,69,47723.07,Tab_GiLo_11380,12.2536,C,Sin incidencias,06:00 07/09/2023
TabarAir,Ginebra,Los Angeles,9103,Boeing 747,False,105771.3982,626,526150.79,Tab_GiLo_10747,11.6194,C,Sin incidencias,17:45 27/07/2023
PamPangea,París,Londres,344,Airbus A380,False,4056.1728,42,21578.16,Pam_PaLo_11380,11.7912,C,Problema de los sistemas de comunicación,19:00 08/01/2023
PamPangea,Melbourne,Londres,16900,Boeing 747,True,189233.7616,1326,1006877.01,Pam_MeLo_10747,11.197264,C,Sin incidencias,12:45 15/01/2023
MoldaviAir,Cádiz,Cincinnati,6624,Boeing 747,False,76966.9056,461,397052.56,Mol_CaCi_10747,11.6194,C,Sin incidencias,06:00 05/04/2023
Airnar,Bali,París,11980,Boeing 737,True,33303.44160000001,1029,423912.29,Air_BaPa_10737,2.779920000000001,A,Sin incidencias,12:45 21/08/2023
Airnar,Bali,Cincinnati,15011,Boeing 737,True,40591.30514400001,1340,539308.19,Air_BaCi_10737,2.704104000000001,A,"Aterrizaje de emergencia,",21:45 09/06/2023
MoldaviAir,París,Londres,344,Airbus A320,False,923.8808,44,13323.57,Mol_PaLo_11320,2.6857,A,Fallo leve del motor,21:15 07/01/2023
MoldaviAir,Bali,Londres,12553,Boeing 737,True,34261.856928,1153,445072.03,Mol_BaLo_10737,2.729376,A,Despresurización de la cabina,22:30 19/02/2023
Airnar,Bali,Cádiz,12798,Boeing 737,True,33636.829824,1171,458651.6,Air_BaCa_10737,2.628288,A,Discusión a bordo y Problemas con el suministro de combustible,23:30 20/06/2023
FlyQ,Nueva York,Roma,6877,Boeing 737,False,18047.9988,542,246551.62,Fly_NuRo_10737,2.6244,A,Sin incidencias,16:30 04/08/2023
TabarAir,Nueva York,Roma,6877,Airbus A380,False,79498.12000000001,478,452119.75,Tab_NuRo_11380,11.560000000000002,C,Sin incidencias,15:15 07/10/2023
PamPangea,Ginebra,París,411,Airbus A380,False,5131.2528,47,27132.37,Pam_GiPa_11380,12.4848,C,Sin incidencias,15:15 21/09/2023
FlyQ,Cincinnati,Bali,15011,Boeing 747,True,179731.386432,1200,900348.82,Fly_CiBa_10747,11.973312,C,Emergencia del motor,20:30 19/02/2023
TabarAir,Cincinnati,Los Angeles,3073,Boeing 747,False,36033.998,224,185470.18,Tab_CiLo_10747,11.726,C,Mal funcionamiento del tren de aterrizaje,06:30 11/08/2023
TabarAir,Los Angeles,Nueva York,3944,Boeing 747,False,43304.3312,282,238713.77,Tab_LoNu_10747,10.9798,B,Turbulencia severa,13:15 29/08/2023
Airnar,Ginebra,Bali,12383,Airbus A380,False,143147.48,845,784749.48,Air_GiBa_11380,11.56,C,Sin incidencias,19:45 08/11/2023
Airnar,Los Angeles,Bali,12845,Airbus A380,False,155912.61,876,803583.74,Air_LoBa_11380,12.137999999999998,C,"Mal funcionamiento del tren de aterrizaje,",21:00 01/04/2023
FlyQ,Cincinnati,Roma,7480,Boeing 747,False,82926.27200000001,518,457003.19,Fly_CiRo_10747,11.0864,C,Fallo grave de los sistemas de comunicación y Amenaza de seguridad a bordo,22:00 21/03/2023
Airnar,Cádiz,Los Angeles,9373,Airbus A380,False,112685.9552,644,567713.25,Air_CaLo_11380,12.0224,C,Emergencia de los sistemas hidráulicos,14:15 08/07/2023
PamPangea,Melbourne,París,16925,Boeing 747,True,193266.4396,1328,998745.23,Pam_MePa_10747,11.418992,C,Sin incidencias,14:15 07/08/2023
PamPangea,París,Ginebra,411,Airbus A380,False,5036.2296,47,25739.92,Pam_PaGi_11380,12.2536,C,Sin incidencias,13:15 10/04/2023
Airnar,París,Cincinnati,6370,Airbus A320,True,18291.0728,581,251167.72,Air_PaCi_11320,2.87144,A,Turbulencia severa,19:30 13/01/2023
TabarAir,Cincinnati,Ginebra,6969,Boeing 747,False,77261.12160000001,484,408572.75,Tab_CiGi_10747,11.0864,C,Sin incidencias,21:15 27/09/2023
TabarAir,Los Angeles,Nueva York,3944,Boeing 737,False,10350.6336,319,142615.74,Tab_LoNu_10737,2.6244,A,Complicaciones de navegación,14:45 22/01/2023
PamPangea,Londres,Bali,12553,Airbus A380,False,148014.9336,856,795782.99,Pam_LoBa_11380,11.7912,C,Amenaza de seguridad a bordo,07:15 11/08/2023
Airnar,Bali,París,11980,Airbus A380,False,144028.352,818,750293.67,Air_BaPa_11380,12.0224,C,Sin incidencias,19:45 08/09/2023
FlyQ,Ginebra,Cincinnati,6969,Boeing 737,False,17442.7101,549,246593.24,Fly_GiCi_10737,2.5029,A,Sin incidencias,23:15 13/07/2023
Airnar,Cádiz,Ginebra,1725,Airbus A380,False,20938.05,135,104191.31,Air_CaGi_11380,12.138,C,Sin incidencias,22:00 14/05/2023
MoldaviAir,Bali,Londres,12553,Boeing 747,False,144520.1784,856,712527.91,Mol_BaLo_10747,11.5128,C,Problemas de navegación,11:30 19/07/2023
PamPangea,Bali,Nueva York,16589,Boeing 737,True,45277.61846400001,1459,602596.55,Pam_BaNu_10737,2.729376,A,Sin incidencias,20:45 17/01/2023
MoldaviAir,Melbourne,Bali,2779,Boeing 737,False,7225.677900000001,231,95566.47,Mol_MeBa_10737,2.6001000000000003,A,Sin incidencias,18:30 03/11/2023
FlyQ,Cincinnati,Nueva York,911,Airbus A320,False,2446.6727,86,35053.85,Fly_CiNu_11320,2.6857,A,Complicaciones con las puertas o ventanas,13:30 21/02/2023
Airnar,Los Angeles,Ginebra,9103,Airbus A380,False,114701.4412,626,568255.84,Air_LoGi_11380,12.6004,C,Incidencias con el catering y Ave impacta con el avión,16:15 29/05/2023
MoldaviAir,Melbourne,Cádiz,20029,Boeing 737,True,51123.461688,1721,682303.69,Mol_MeCa_10737,2.5524720000000003,A,Sin incidencias,07:30 30/01/2023
TabarAir,Roma,Ginebra,698,Airbus A320,False,1751.98,70,26208.98,Tab_RoGi_11320,2.51,A,Sin incidencias,10:45 06/03/2023
Airnar,París,Cádiz,1447,Airbus A380,False,17898.2324,116,88872.38,Air_PaCa_11380,12.3692,C,"Complicaciones con el suministro de combustible,",07:15 21/02/2023
TabarAir,Ginebra,Londres,739,Boeing 747,False,7877.74,69,42857.86,Tab_GiLo_10747,10.66,B,Emergencia en el sistema de entretenimiento,15:15 02/07/2023
FlyQ,Bali,Barcelona,13058,Airbus A380,True,164837.92416,1070,845633.98,Fly_BaBa_11380,12.62352,C,Sin incidencias,13:00 04/09/2023
PamPangea,Londres,Melbourne,16900,Airbus A380,True,205210.3456,1326,1053875.55,Pam_LoMe_11380,12.142624,C,Emergencia grave de los sistemas de comunicación,08:30 30/09/2023
TabarAir,Nueva York,Ginebra,6206,Boeing 737,False,15080.58,491,229657.52,Tab_NuGi_10737,2.43,A,Sin incidencias,18:45 22/05/2023
MoldaviAir,Londres,París,344,Boeing 737,False,852.6384,46,12413.12,Mol_LoPa_10737,2.4786,A,Sin incidencias,18:00 25/10/2023
TabarAir,Los Angeles,Nueva York,3944,Boeing 747,False,45406.4832,282,232287.09,Tab_LoNu_10747,11.5128,C,Sin incidencias,15:30 11/01/2023
MoldaviAir,Melbourne,Londres,16900,Airbus A380,True,221464.6304,1326,1063643.28,Mol_MeLo_11380,13.104416,C,Amenaza de seguridad a bordo,22:45 11/04/2023
TabarAir,Nueva York,Ginebra,6206,Airbus A380,False,76045.8416,433,379652.48,Tab_NuGi_11380,12.2536,C,Sin incidencias,13:00 17/01/2023
MoldaviAir,Cincinnati,Bali,15011,Boeing 737,True,38694.515184,1340,514772.98,Mol_CiBa_10737,2.577744,A,Emergencia grave del motor,12:15 28/03/2023
PamPangea,Melbourne,Nueva York,16082,Airbus A380,True,203011.44864,1272,1046144.16,Pam_MeNu_11380,12.62352,C,Fallo leve eléctrico general,10:45 02/02/2023
PamPangea,París,Bali,11980,Boeing 747,False,140477.48,818,695218.95,Pam_PaBa_10747,11.726,C,Sin incidencias,10:15 03/07/2023
TabarAir,Nueva York,Londres,5566,Boeing 737,False,13660.6338,442,189942.59,Tab_NuLo_10737,2.4543,A,"Aterrizaje de emergencia,",18:00 24/05/2023
TabarAir,Roma,Nueva York,6877,Airbus A380,False,80293.1012,478,443641.54,Tab_RoNu_11380,11.6756,C,Emergencia grave de los sistemas hidráulicos y Fallo eléctrico general,18:45 11/07/2023
Airnar,Ginebra,Los Angeles,9103,Airbus A320,True,25425.844184,779,369741.16,Air_GiLo_11320,2.7931280000000003,A,Ave impacta con el avión,07:00 25/02/2023
MoldaviAir,París,Melbourne,16925,Airbus A380,True,203479.12,1328,1072656.95,Mol_PaMe_11380,12.0224,C,Discusión a bordo,14:45 04/08/2023
MoldaviAir,Bali,Melbourne,2779,Boeing 737,False,7360.737300000001,231,95936.88,Mol_BaMe_10737,2.6487000000000003,A,Incidencias de navegación,18:30 19/05/2023
Airnar,Cincinnati,Bali,15011,Boeing 737,True,37935.7992,1340,531157.39,Air_CiBa_10737,2.5272,A,Sin incidencias,06:45 05/11/2023
FlyQ,Barcelona,Bali,13058,Boeing 747,True,159242.83232,1070,773227.98,Fly_BaBa_10747,12.19504,C,Sin incidencias,21:15 04/04/2023
Airnar,París,Cincinnati,6370,Airbus A380,False,73637.2,444,390653.93,Air_PaCi_11380,11.56,C,Problema del motor,09:15 05/04/2023
Airnar,Ginebra,Bali,12383,Airbus A380,False,150304.854,845,774968.49,Air_GiBa_11380,12.138,C,Sin incidencias,11:15 08/03/2023
Airnar,Cincinnati,Cádiz,6624,Boeing 737,False,17384.0256,523,225229.33,Air_CiCa_10737,2.6244,A,Emergencia médica a bordo,10:30 15/10/2023
FlyQ,Barcelona,Bali,13058,Airbus A380,True,171117.464128,1070,795136.43,Fly_BaBa_11380,13.104416,C,Sin incidencias,11:30 27/04/2023
FlyQ,Bali,Roma,12738,Boeing 737,True,32835.303072,1167,432084.35,Fly_BaRo_10737,2.577744,A,Sin incidencias,13:00 09/11/2023
Airnar,Ginebra,Cádiz,1725,Boeing 737,False,4275.585,151,59240.55,Air_GiCa_10737,2.4786,A,Sin incidencias,08:45 14/02/2023
MoldaviAir,Cincinnati,París,6370,Airbus A380,False,73637.2,444,412082.82,Mol_CiPa_11380,11.56,C,Sin incidencias,14:45 24/06/2023
Airnar,Los Angeles,París,9099,Boeing 747,False,96995.34,626,560433.83,Air_LoPa_10747,10.66,B,Sin incidencias,14:45 04/05/2023
MoldaviAir,París,Melbourne,16925,Boeing 747,True,195142.8128,1328,1026163.72,Mol_PaMe_10747,11.529856,C,Sin incidencias,08:00 18/10/2023
MoldaviAir,Cádiz,París,1447,Airbus A380,False,17730.9592,116,93581.95,Mol_CaPa_11380,12.2536,C,"Despresurización de la cabina,",12:15 20/05/2023
FlyQ,Barcelona,Nueva York,6170,Airbus A320,True,16911.4764,567,245586.23,Fly_BaNu_11320,2.74092,A,"Problema en el sistema de entretenimiento,",21:30 19/05/2023
PamPangea,Ginebra,París,411,Boeing 747,False,4687.948200000001,47,25233.05,Pam_GiPa_10747,11.406200000000002,C,Sin incidencias,07:15 12/01/2023
PamPangea,Melbourne,Ginebra,16674,Airbus A380,True,218503.032384,1311,1081369.98,Pam_MeGi_11380,13.104416,C,"Incidencias con el suministro de combustible,",15:00 10/02/2023
TabarAir,Nueva York,Ginebra,6206,Airbus A380,False,71741.36,433,408792.61,Tab_NuGi_11380,11.56,C,Aterrizaje de emergencia,19:30 19/09/2023
TabarAir,Roma,Cincinnati,7480,Airbus A380,False,91656.928,518,462132.88,Tab_RoCi_11380,12.253600000000002,C,Sin incidencias,19:30 06/03/2023
MoldaviAir,Melbourne,Londres,16900,Airbus A380,True,207242.1312,1326,1035382.61,Mol_MeLo_11380,12.262848,C,Sin incidencias,10:00 23/10/2023
TabarAir,Nueva York,Los Angeles,3944,Boeing 737,False,10063.116,319,136929.77,Tab_NuLo_10737,2.5515,A,"Emergencia médica a bordo,",14:00 18/06/2023
MoldaviAir,Londres,Bali,12553,Boeing 737,True,32675.659848,1153,464493.84,Mol_LoBa_10737,2.603016,A,Discusión a bordo,07:15 05/08/2023
FlyQ,Ginebra,Roma,698,Boeing 747,False,8184.748000000001,66,42824.94,Fly_GiRo_10747,11.726000000000004,C,Sin incidencias,20:45 30/08/2023
FlyQ,Nueva York,Bali,16589,Airbus A380,True,205422.781408,1305,1071750.83,Fly_NuBa_11380,12.383072,C,Sin incidencias,06:30 26/01/2023
PamPangea,Londres,Bali,12553,Boeing 747,False,144520.1784,856,713482.82,Pam_LoBa_10747,11.5128,C,Sin incidencias,20:30 17/04/2023
TabarAir,Ginebra,Los Angeles,9103,Boeing 747,False,97037.98,626,522523.33,Tab_GiLo_10747,10.66,B,Turbulencia severa,10:00 30/10/2023
Airnar,Cádiz,París,1447,Airbus A380,False,18232.7788,116,92802.75,Air_CaPa_11380,12.6004,C,Problemas con el suministro de combustible,06:45 13/11/2023
